@[\u_and_P1_19_d1/N0(14)] ==> [\share0_in[19](14), \share0_in[51](14), \share0_in[18](14), \share0_in[50](14), \share0_in[19](13), \share0_in[51](13), \share0_in[18](13), \share0_in[50](13)] -log10(p) = 2.05724 --> OKAY
@[d4_G2_11_s0(5)] ==> [d4_G2_11_s0(5), d4_G2_11_s0(4)] -log10(p) = 2.05458 --> OKAY
@[d4_G2_11_s0(6)] ==> [d4_G2_11_s0(6), d4_G2_11_s0(5)] -log10(p) = 2.05458 --> OKAY
@[d4_G2_11_s0(7)] ==> [d4_G2_11_s0(7), d4_G2_11_s0(6)] -log10(p) = 2.05458 --> OKAY
@[d4_G2_11_s0(8)] ==> [d4_G2_11_s0(8), d4_G2_11_s0(7)] -log10(p) = 2.05458 --> OKAY
@[d4_G2_11_s0(9)] ==> [d4_G2_11_s0(9), d4_G2_11_s0(8)] -log10(p) = 2.05458 --> OKAY
@[d4_G2_11_s0(10)] ==> [d4_G2_11_s0(10), d4_G2_11_s0(9)] -log10(p) = 2.05458 --> OKAY
@[d4_G2_11_s0(11)] ==> [d4_G2_11_s0(11), d4_G2_11_s0(10)] -log10(p) = 2.05458 --> OKAY
@[d4_G2_11_s0(12)] ==> [d4_G2_11_s0(12), d4_G2_11_s0(11)] -log10(p) = 2.05458 --> OKAY
@[d4_G2_11_s0(13)] ==> [d4_G2_11_s0(13), d4_G2_11_s0(12)] -log10(p) = 2.05458 --> OKAY
@[d4_G2_11_s0(14)] ==> [d4_G2_11_s0(14), d4_G2_11_s0(13)] -log10(p) = 2.05458 --> OKAY
@[\u_and_P2_27_d2/N0(2)] ==> [\u_and_P1_27_d1/t0(2), \u_and_P1_27_d1/t1(2), \u_and_P1_25_d1/t0(2), \u_and_P1_25_d1/t1(2), \u_and_P1_27_d1/t0(1), \u_and_P1_27_d1/t1(1), \u_and_P1_25_d1/t0(1), \u_and_P1_25_d1/t1(1)] -log10(p) = 2.04698 --> OKAY
@[\u_and_P2_27_d2/N0(3)] ==> [\u_and_P1_27_d1/t0(3), \u_and_P1_27_d1/t1(3), \u_and_P1_25_d1/t0(3), \u_and_P1_25_d1/t1(3), \u_and_P1_27_d1/t0(2), \u_and_P1_27_d1/t1(2), \u_and_P1_25_d1/t0(2), \u_and_P1_25_d1/t1(2)] -log10(p) = 2.04698 --> OKAY
@[\u_and_P2_27_d2/N0(4)] ==> [\u_and_P1_27_d1/t0(4), \u_and_P1_27_d1/t1(4), \u_and_P1_25_d1/t0(4), \u_and_P1_25_d1/t1(4), \u_and_P1_27_d1/t0(3), \u_and_P1_27_d1/t1(3), \u_and_P1_25_d1/t0(3), \u_and_P1_25_d1/t1(3)] -log10(p) = 2.04698 --> OKAY
@[\u_and_P2_27_d2/N0(5)] ==> [\u_and_P1_27_d1/t0(5), \u_and_P1_27_d1/t1(5), \u_and_P1_25_d1/t0(5), \u_and_P1_25_d1/t1(5), \u_and_P1_27_d1/t0(4), \u_and_P1_27_d1/t1(4), \u_and_P1_25_d1/t0(4), \u_and_P1_25_d1/t1(4)] -log10(p) = 2.04698 --> OKAY
@[\u_and_P2_27_d2/N0(6)] ==> [\u_and_P1_27_d1/t0(6), \u_and_P1_27_d1/t1(6), \u_and_P1_25_d1/t0(6), \u_and_P1_25_d1/t1(6), \u_and_P1_27_d1/t0(5), \u_and_P1_27_d1/t1(5), \u_and_P1_25_d1/t0(5), \u_and_P1_25_d1/t1(5)] -log10(p) = 2.04698 --> OKAY
@[\u_and_P2_27_d2/N0(7)] ==> [\u_and_P1_27_d1/t0(7), \u_and_P1_27_d1/t1(7), \u_and_P1_25_d1/t0(7), \u_and_P1_25_d1/t1(7), \u_and_P1_27_d1/t0(6), \u_and_P1_27_d1/t1(6), \u_and_P1_25_d1/t0(6), \u_and_P1_25_d1/t1(6)] -log10(p) = 2.04698 --> OKAY
@[\u_and_P2_27_d2/N0(8)] ==> [\u_and_P1_27_d1/t0(8), \u_and_P1_27_d1/t1(8), \u_and_P1_25_d1/t0(8), \u_and_P1_25_d1/t1(8), \u_and_P1_27_d1/t0(7), \u_and_P1_27_d1/t1(7), \u_and_P1_25_d1/t0(7), \u_and_P1_25_d1/t1(7)] -log10(p) = 2.04698 --> OKAY
@[\u_and_P2_27_d2/N0(9)] ==> [\u_and_P1_27_d1/t0(9), \u_and_P1_27_d1/t1(9), \u_and_P1_25_d1/t0(9), \u_and_P1_25_d1/t1(9), \u_and_P1_27_d1/t0(8), \u_and_P1_27_d1/t1(8), \u_and_P1_25_d1/t0(8), \u_and_P1_25_d1/t1(8)] -log10(p) = 2.04698 --> OKAY
@[\u_and_P2_27_d2/N0(10)] ==> [\u_and_P1_27_d1/t0(10), \u_and_P1_27_d1/t1(10), \u_and_P1_25_d1/t0(10), \u_and_P1_25_d1/t1(10), \u_and_P1_27_d1/t0(9), \u_and_P1_27_d1/t1(9), \u_and_P1_25_d1/t0(9), \u_and_P1_25_d1/t1(9)] -log10(p) = 2.04698 --> OKAY
@[\u_and_P2_27_d2/N0(11)] ==> [\u_and_P1_27_d1/t0(11), \u_and_P1_27_d1/t1(11), \u_and_P1_25_d1/t0(11), \u_and_P1_25_d1/t1(11), \u_and_P1_27_d1/t0(10), \u_and_P1_27_d1/t1(10), \u_and_P1_25_d1/t0(10), \u_and_P1_25_d1/t1(10)] -log10(p) = 2.04698 --> OKAY
@[\u_and_P2_27_d2/N0(12)] ==> [\u_and_P1_27_d1/t0(12), \u_and_P1_27_d1/t1(12), \u_and_P1_25_d1/t0(12), \u_and_P1_25_d1/t1(12), \u_and_P1_27_d1/t0(11), \u_and_P1_27_d1/t1(11), \u_and_P1_25_d1/t0(11), \u_and_P1_25_d1/t1(11)] -log10(p) = 2.04698 --> OKAY
@[\u_and_P2_27_d2/N0(13)] ==> [\u_and_P1_27_d1/t0(13), \u_and_P1_27_d1/t1(13), \u_and_P1_25_d1/t0(13), \u_and_P1_25_d1/t1(13), \u_and_P1_27_d1/t0(12), \u_and_P1_27_d1/t1(12), \u_and_P1_25_d1/t0(12), \u_and_P1_25_d1/t1(12)] -log10(p) = 2.04698 --> OKAY
@[\u_and_P2_27_d2/N0(14)] ==> [\u_and_P1_27_d1/t0(14), \u_and_P1_27_d1/t1(14), \u_and_P1_25_d1/t0(14), \u_and_P1_25_d1/t1(14), \u_and_P1_27_d1/t0(13), \u_and_P1_27_d1/t1(13), \u_and_P1_25_d1/t0(13), \u_and_P1_25_d1/t1(13)] -log10(p) = 2.04698 --> OKAY
@[\u_and_t37_d4/N1(4)] ==> [d3_P1_13_s0(4), stage4_share0[0](4), \u_and_t21_d3/t2(4), \u_and_t21_d3/t3(4), d3_G1_11_s1(4), d3_P1_13_s0(3), stage4_share0[0](3), \u_and_t21_d3/t2(3), \u_and_t21_d3/t3(3), d3_G1_11_s1(3)] -log10(p) = 1.99026 --> OKAY
@[\u_and_t37_d4/N1(5)] ==> [d3_P1_13_s0(5), stage4_share0[0](5), \u_and_t21_d3/t2(5), \u_and_t21_d3/t3(5), d3_G1_11_s1(5), d3_P1_13_s0(4), stage4_share0[0](4), \u_and_t21_d3/t2(4), \u_and_t21_d3/t3(4), d3_G1_11_s1(4)] -log10(p) = 1.99026 --> OKAY
@[\u_and_t37_d4/N1(6)] ==> [d3_P1_13_s0(6), stage4_share0[0](6), \u_and_t21_d3/t2(6), \u_and_t21_d3/t3(6), d3_G1_11_s1(6), d3_P1_13_s0(5), stage4_share0[0](5), \u_and_t21_d3/t2(5), \u_and_t21_d3/t3(5), d3_G1_11_s1(5)] -log10(p) = 1.99026 --> OKAY
@[\u_and_t37_d4/N1(7)] ==> [d3_P1_13_s0(7), stage4_share0[0](7), \u_and_t21_d3/t2(7), \u_and_t21_d3/t3(7), d3_G1_11_s1(7), d3_P1_13_s0(6), stage4_share0[0](6), \u_and_t21_d3/t2(6), \u_and_t21_d3/t3(6), d3_G1_11_s1(6)] -log10(p) = 1.99026 --> OKAY
@[\u_and_t37_d4/N1(8)] ==> [d3_P1_13_s0(8), stage4_share0[0](8), \u_and_t21_d3/t2(8), \u_and_t21_d3/t3(8), d3_G1_11_s1(8), d3_P1_13_s0(7), stage4_share0[0](7), \u_and_t21_d3/t2(7), \u_and_t21_d3/t3(7), d3_G1_11_s1(7)] -log10(p) = 1.99026 --> OKAY
@[\u_and_t37_d4/N1(9)] ==> [d3_P1_13_s0(9), stage4_share0[0](9), \u_and_t21_d3/t2(9), \u_and_t21_d3/t3(9), d3_G1_11_s1(9), d3_P1_13_s0(8), stage4_share0[0](8), \u_and_t21_d3/t2(8), \u_and_t21_d3/t3(8), d3_G1_11_s1(8)] -log10(p) = 1.99026 --> OKAY
@[\u_and_t37_d4/N1(10)] ==> [d3_P1_13_s0(10), stage4_share0[0](10), \u_and_t21_d3/t2(10), \u_and_t21_d3/t3(10), d3_G1_11_s1(10), d3_P1_13_s0(9), stage4_share0[0](9), \u_and_t21_d3/t2(9), \u_and_t21_d3/t3(9), d3_G1_11_s1(9)] -log10(p) = 1.99026 --> OKAY
@[\u_and_t37_d4/N1(11)] ==> [d3_P1_13_s0(11), stage4_share0[0](11), \u_and_t21_d3/t2(11), \u_and_t21_d3/t3(11), d3_G1_11_s1(11), d3_P1_13_s0(10), stage4_share0[0](10), \u_and_t21_d3/t2(10), \u_and_t21_d3/t3(10), d3_G1_11_s1(10)] -log10(p) = 1.99026 --> OKAY
@[\u_and_t37_d4/N1(12)] ==> [d3_P1_13_s0(12), stage4_share0[0](12), \u_and_t21_d3/t2(12), \u_and_t21_d3/t3(12), d3_G1_11_s1(12), d3_P1_13_s0(11), stage4_share0[0](11), \u_and_t21_d3/t2(11), \u_and_t21_d3/t3(11), d3_G1_11_s1(11)] -log10(p) = 1.99026 --> OKAY
@[\u_and_t37_d4/N1(13)] ==> [d3_P1_13_s0(13), stage4_share0[0](13), \u_and_t21_d3/t2(13), \u_and_t21_d3/t3(13), d3_G1_11_s1(13), d3_P1_13_s0(12), stage4_share0[0](12), \u_and_t21_d3/t2(12), \u_and_t21_d3/t3(12), d3_G1_11_s1(12)] -log10(p) = 1.99026 --> OKAY
@[\u_and_t37_d4/N1(14)] ==> [d3_P1_13_s0(14), stage4_share0[0](14), \u_and_t21_d3/t2(14), \u_and_t21_d3/t3(14), d3_G1_11_s1(14), d3_P1_13_s0(13), stage4_share0[0](13), \u_and_t21_d3/t2(13), \u_and_t21_d3/t3(13), d3_G1_11_s1(13)] -log10(p) = 1.99026 --> OKAY
@[d2_G0_30_s0(3)] ==> [d2_G0_30_s0(3), d2_G0_30_s0(2)] -log10(p) = 1.96645 --> OKAY
@[d2_G0_30_s0(4)] ==> [d2_G0_30_s0(4), d2_G0_30_s0(3)] -log10(p) = 1.96645 --> OKAY
@[d2_G0_30_s0(5)] ==> [d2_G0_30_s0(5), d2_G0_30_s0(4)] -log10(p) = 1.96645 --> OKAY
@[d2_G0_30_s0(6)] ==> [d2_G0_30_s0(6), d2_G0_30_s0(5)] -log10(p) = 1.96645 --> OKAY
@[d2_G0_30_s0(7)] ==> [d2_G0_30_s0(7), d2_G0_30_s0(6)] -log10(p) = 1.96645 --> OKAY
@[d2_G0_30_s0(8)] ==> [d2_G0_30_s0(8), d2_G0_30_s0(7)] -log10(p) = 1.96645 --> OKAY
@[d2_G0_30_s0(9)] ==> [d2_G0_30_s0(9), d2_G0_30_s0(8)] -log10(p) = 1.96645 --> OKAY
@[d2_G0_30_s0(10)] ==> [d2_G0_30_s0(10), d2_G0_30_s0(9)] -log10(p) = 1.96645 --> OKAY
@[d2_G0_30_s0(11)] ==> [d2_G0_30_s0(11), d2_G0_30_s0(10)] -log10(p) = 1.96645 --> OKAY
@[d2_G0_30_s0(12)] ==> [d2_G0_30_s0(12), d2_G0_30_s0(11)] -log10(p) = 1.96645 --> OKAY
@[d2_G0_30_s0(13)] ==> [d2_G0_30_s0(13), d2_G0_30_s0(12)] -log10(p) = 1.96645 --> OKAY
@[d2_G0_30_s0(14)] ==> [d2_G0_30_s0(14), d2_G0_30_s0(13)] -log10(p) = 1.96645 --> OKAY
@[d2_G0_16_s0(3)] ==> [d2_G0_16_s0(3), d2_G0_16_s0(2)] -log10(p) = 1.83537 --> OKAY
@[d2_G0_16_s0(4)] ==> [d2_G0_16_s0(4), d2_G0_16_s0(3)] -log10(p) = 1.83537 --> OKAY
@[d3_G0_16_s0(4)] ==> [d3_G0_16_s0(4), d3_G0_16_s0(3)] -log10(p) = 1.83537 --> OKAY
@[d2_G0_16_s0(5)] ==> [d2_G0_16_s0(5), d2_G0_16_s0(4)] -log10(p) = 1.83537 --> OKAY
@[d3_G0_16_s0(5)] ==> [d3_G0_16_s0(5), d3_G0_16_s0(4)] -log10(p) = 1.83537 --> OKAY
@[d4_G0_16_s0(5)] ==> [d4_G0_16_s0(5), d4_G0_16_s0(4)] -log10(p) = 1.83537 --> OKAY
@[d2_G0_16_s0(6)] ==> [d2_G0_16_s0(6), d2_G0_16_s0(5)] -log10(p) = 1.83537 --> OKAY
@[d3_G0_16_s0(6)] ==> [d3_G0_16_s0(6), d3_G0_16_s0(5)] -log10(p) = 1.83537 --> OKAY
@[d4_G0_16_s0(6)] ==> [d4_G0_16_s0(6), d4_G0_16_s0(5)] -log10(p) = 1.83537 --> OKAY
@[d5_G0_16_s0(6)] ==> [d5_G0_16_s0(6), d5_G0_16_s0(5)] -log10(p) = 1.83537 --> OKAY
@[d2_G0_16_s0(7)] ==> [d2_G0_16_s0(7), d2_G0_16_s0(6)] -log10(p) = 1.83537 --> OKAY
@[d3_G0_16_s0(7)] ==> [d3_G0_16_s0(7), d3_G0_16_s0(6)] -log10(p) = 1.83537 --> OKAY
@[d4_G0_16_s0(7)] ==> [d4_G0_16_s0(7), d4_G0_16_s0(6)] -log10(p) = 1.83537 --> OKAY
@[d5_G0_16_s0(7)] ==> [d5_G0_16_s0(7), d5_G0_16_s0(6)] -log10(p) = 1.83537 --> OKAY
@[d2_G0_16_s0(8)] ==> [d2_G0_16_s0(8), d2_G0_16_s0(7)] -log10(p) = 1.83537 --> OKAY
@[d3_G0_16_s0(8)] ==> [d3_G0_16_s0(8), d3_G0_16_s0(7)] -log10(p) = 1.83537 --> OKAY
@[d4_G0_16_s0(8)] ==> [d4_G0_16_s0(8), d4_G0_16_s0(7)] -log10(p) = 1.83537 --> OKAY
@[d5_G0_16_s0(8)] ==> [d5_G0_16_s0(8), d5_G0_16_s0(7)] -log10(p) = 1.83537 --> OKAY
@[d2_G0_16_s0(9)] ==> [d2_G0_16_s0(9), d2_G0_16_s0(8)] -log10(p) = 1.83537 --> OKAY
@[d3_G0_16_s0(9)] ==> [d3_G0_16_s0(9), d3_G0_16_s0(8)] -log10(p) = 1.83537 --> OKAY
@[d4_G0_16_s0(9)] ==> [d4_G0_16_s0(9), d4_G0_16_s0(8)] -log10(p) = 1.83537 --> OKAY
@[d5_G0_16_s0(9)] ==> [d5_G0_16_s0(9), d5_G0_16_s0(8)] -log10(p) = 1.83537 --> OKAY
@[d2_G0_16_s0(10)] ==> [d2_G0_16_s0(10), d2_G0_16_s0(9)] -log10(p) = 1.83537 --> OKAY
@[d3_G0_16_s0(10)] ==> [d3_G0_16_s0(10), d3_G0_16_s0(9)] -log10(p) = 1.83537 --> OKAY
@[d4_G0_16_s0(10)] ==> [d4_G0_16_s0(10), d4_G0_16_s0(9)] -log10(p) = 1.83537 --> OKAY
@[d5_G0_16_s0(10)] ==> [d5_G0_16_s0(10), d5_G0_16_s0(9)] -log10(p) = 1.83537 --> OKAY
@[d2_G0_16_s0(11)] ==> [d2_G0_16_s0(11), d2_G0_16_s0(10)] -log10(p) = 1.83537 --> OKAY
@[d3_G0_16_s0(11)] ==> [d3_G0_16_s0(11), d3_G0_16_s0(10)] -log10(p) = 1.83537 --> OKAY
@[d4_G0_16_s0(11)] ==> [d4_G0_16_s0(11), d4_G0_16_s0(10)] -log10(p) = 1.83537 --> OKAY
@[d5_G0_16_s0(11)] ==> [d5_G0_16_s0(11), d5_G0_16_s0(10)] -log10(p) = 1.83537 --> OKAY
@[d2_G0_16_s0(12)] ==> [d2_G0_16_s0(12), d2_G0_16_s0(11)] -log10(p) = 1.83537 --> OKAY
@[d3_G0_16_s0(12)] ==> [d3_G0_16_s0(12), d3_G0_16_s0(11)] -log10(p) = 1.83537 --> OKAY
@[d4_G0_16_s0(12)] ==> [d4_G0_16_s0(12), d4_G0_16_s0(11)] -log10(p) = 1.83537 --> OKAY
@[d5_G0_16_s0(12)] ==> [d5_G0_16_s0(12), d5_G0_16_s0(11)] -log10(p) = 1.83537 --> OKAY
@[d2_G0_16_s0(13)] ==> [d2_G0_16_s0(13), d2_G0_16_s0(12)] -log10(p) = 1.83537 --> OKAY
@[d3_G0_16_s0(13)] ==> [d3_G0_16_s0(13), d3_G0_16_s0(12)] -log10(p) = 1.83537 --> OKAY
@[d4_G0_16_s0(13)] ==> [d4_G0_16_s0(13), d4_G0_16_s0(12)] -log10(p) = 1.83537 --> OKAY
@[d5_G0_16_s0(13)] ==> [d5_G0_16_s0(13), d5_G0_16_s0(12)] -log10(p) = 1.83537 --> OKAY
@[d2_G0_16_s0(14)] ==> [d2_G0_16_s0(14), d2_G0_16_s0(13)] -log10(p) = 1.83537 --> OKAY
@[d3_G0_16_s0(14)] ==> [d3_G0_16_s0(14), d3_G0_16_s0(13)] -log10(p) = 1.83537 --> OKAY
@[d4_G0_16_s0(14)] ==> [d4_G0_16_s0(14), d4_G0_16_s0(13)] -log10(p) = 1.83537 --> OKAY
@[d5_G0_16_s0(14)] ==> [d5_G0_16_s0(14), d5_G0_16_s0(13)] -log10(p) = 1.83537 --> OKAY
@[d4_G3_14_s0(5)] ==> [\u_and_t38_d4/t0(5), \u_and_t38_d4/t1(5), d4_G2_14_s0(5), \u_and_t38_d4/t0(4), \u_and_t38_d4/t1(4), d4_G2_14_s0(4)] -log10(p) = 1.75828 --> OKAY
@[d4_G3_14_s0(6)] ==> [\u_and_t38_d4/t0(6), \u_and_t38_d4/t1(6), d4_G2_14_s0(6), \u_and_t38_d4/t0(5), \u_and_t38_d4/t1(5), d4_G2_14_s0(5)] -log10(p) = 1.75828 --> OKAY
@[d4_G3_14_s0(7)] ==> [\u_and_t38_d4/t0(7), \u_and_t38_d4/t1(7), d4_G2_14_s0(7), \u_and_t38_d4/t0(6), \u_and_t38_d4/t1(6), d4_G2_14_s0(6)] -log10(p) = 1.75828 --> OKAY
@[d4_G3_14_s0(8)] ==> [\u_and_t38_d4/t0(8), \u_and_t38_d4/t1(8), d4_G2_14_s0(8), \u_and_t38_d4/t0(7), \u_and_t38_d4/t1(7), d4_G2_14_s0(7)] -log10(p) = 1.75828 --> OKAY
@[d4_G3_14_s0(9)] ==> [\u_and_t38_d4/t0(9), \u_and_t38_d4/t1(9), d4_G2_14_s0(9), \u_and_t38_d4/t0(8), \u_and_t38_d4/t1(8), d4_G2_14_s0(8)] -log10(p) = 1.75828 --> OKAY
@[d4_G3_14_s0(10)] ==> [\u_and_t38_d4/t0(10), \u_and_t38_d4/t1(10), d4_G2_14_s0(10), \u_and_t38_d4/t0(9), \u_and_t38_d4/t1(9), d4_G2_14_s0(9)] -log10(p) = 1.75828 --> OKAY
@[d4_G3_14_s0(11)] ==> [\u_and_t38_d4/t0(11), \u_and_t38_d4/t1(11), d4_G2_14_s0(11), \u_and_t38_d4/t0(10), \u_and_t38_d4/t1(10), d4_G2_14_s0(10)] -log10(p) = 1.75828 --> OKAY
@[d4_G3_14_s0(12)] ==> [\u_and_t38_d4/t0(12), \u_and_t38_d4/t1(12), d4_G2_14_s0(12), \u_and_t38_d4/t0(11), \u_and_t38_d4/t1(11), d4_G2_14_s0(11)] -log10(p) = 1.75828 --> OKAY
@[d4_G3_14_s0(13)] ==> [\u_and_t38_d4/t0(13), \u_and_t38_d4/t1(13), d4_G2_14_s0(13), \u_and_t38_d4/t0(12), \u_and_t38_d4/t1(12), d4_G2_14_s0(12)] -log10(p) = 1.75828 --> OKAY
@[d4_G3_14_s0(14)] ==> [\u_and_t38_d4/t0(14), \u_and_t38_d4/t1(14), d4_G2_14_s0(14), \u_and_t38_d4/t0(13), \u_and_t38_d4/t1(13), d4_G2_14_s0(13)] -log10(p) = 1.75828 --> OKAY
@[\u_and_t37_d4/N2(4)] ==> [stage4_share0[0](4), d3_P1_13_s1(4), \u_and_t21_d3/t0(4), \u_and_t21_d3/t1(4), d3_G1_11_s0(4), stage4_share0[0](3), d3_P1_13_s1(3), \u_and_t21_d3/t0(3), \u_and_t21_d3/t1(3), d3_G1_11_s0(3)] -log10(p) = 1.74876 --> OKAY
@[\u_and_t37_d4/N2(5)] ==> [stage4_share0[0](5), d3_P1_13_s1(5), \u_and_t21_d3/t0(5), \u_and_t21_d3/t1(5), d3_G1_11_s0(5), stage4_share0[0](4), d3_P1_13_s1(4), \u_and_t21_d3/t0(4), \u_and_t21_d3/t1(4), d3_G1_11_s0(4)] -log10(p) = 1.74876 --> OKAY
@[\u_and_t37_d4/N2(6)] ==> [stage4_share0[0](6), d3_P1_13_s1(6), \u_and_t21_d3/t0(6), \u_and_t21_d3/t1(6), d3_G1_11_s0(6), stage4_share0[0](5), d3_P1_13_s1(5), \u_and_t21_d3/t0(5), \u_and_t21_d3/t1(5), d3_G1_11_s0(5)] -log10(p) = 1.74876 --> OKAY
